Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,CAMK,PKD,,PRKD2 (PKD2),PKA;PRKD2,Q9BZL6,0,87,87,PK_CAMK_PKD__PRKD2.png,PK_CAMK_PKD__PRKD2.png,PK_CAMK_PKD__PRKD2.png,PK_CAMK_PKD__PRKD2.png,PK_CAMK_PKD__PRKD2.aln,PK_CAMK_PKD__PRKD2.fasta,PK_CAMK_PKD__PRKD2.fasta,PK_CAMK_PKD__PRKD2.txt,PK_CAMK_PKD__PRKD2.txt,PK_CAMK_PKD__PRKD2.fasta,PK_CAMK_PKD__PRKD2.fasta
PK,CAMK,PKD,,PRKD3 (PKD3),PKA;PRKD3,O94806,0,48,48,PK_CAMK_PKD__PRKD3.png,,PK_CAMK_PKD__PRKD3.png,PK_CAMK_PKD__PRKD3.png,PK_CAMK_PKD__PRKD3.aln,PK_CAMK_PKD__PRKD3.fasta,PK_CAMK_PKD__PRKD3.fasta,PK_CAMK_PKD__PRKD3.txt,,PK_CAMK_PKD__PRKD3.fasta,PK_CAMK_PKD__PRKD3.fasta
PK,CAMK,PSK,,,PKA;PSKH1;PSKH2,,,282,282,PK_CAMK_PSK.png,PK_CAMK_PSK.png,PK_CAMK_PSK.png,PK_CAMK_PSK.png,PK_CAMK_PSK.aln,PK_CAMK_PSK.fasta,PK_CAMK_PSK.fasta,PK_CAMK_PSK.txt,PK_CAMK_PSK.txt,PK_CAMK_PSK.fasta,PK_CAMK_PSK.fasta
PK,CAMK,PSK,,PSKH1,PKA;PSKH1,P11801,1,235,235,PK_CAMK_PSK__PSKH1.png,PK_CAMK_PSK__PSKH1.png,PK_CAMK_PSK__PSKH1.png,PK_CAMK_PSK__PSKH1.png,PK_CAMK_PSK__PSKH1.aln,PK_CAMK_PSK__PSKH1.fasta,PK_CAMK_PSK__PSKH1.fasta,PK_CAMK_PSK__PSKH1.txt,PK_CAMK_PSK__PSKH1.txt,PK_CAMK_PSK__PSKH1.fasta,PK_CAMK_PSK__PSKH1.fasta
PK,CAMK,PSK,,PSKH2,PKA;PSKH2,Q96QS6,1,47,47,PK_CAMK_PSK__PSKH2.png,PK_CAMK_PSK__PSKH2.png,PK_CAMK_PSK__PSKH2.png,PK_CAMK_PSK__PSKH2.png,PK_CAMK_PSK__PSKH2.aln,PK_CAMK_PSK__PSKH2.fasta,PK_CAMK_PSK__PSKH2.fasta,PK_CAMK_PSK__PSKH2.txt,PK_CAMK_PSK__PSKH2.txt,PK_CAMK_PSK__PSKH2.fasta,PK_CAMK_PSK__PSKH2.fasta
PK,CAMK,RAD53,,,PKA;CHEK2,,,200,200,PK_CAMK_RAD53.png,PK_CAMK_RAD53.png,PK_CAMK_RAD53.png,PK_CAMK_RAD53.png,PK_CAMK_RAD53.aln,PK_CAMK_RAD53.fasta,PK_CAMK_RAD53.fasta,PK_CAMK_RAD53.txt,PK_CAMK_RAD53.txt,PK_CAMK_RAD53.fasta,PK_CAMK_RAD53.fasta
PK,CAMK,RAD53,,CHEK2 (CHK2),PKA;CHEK2,O96017,0,200,200,PK_CAMK_RAD53__CHEK2.png,PK_CAMK_RAD53__CHEK2.png,PK_CAMK_RAD53__CHEK2.png,PK_CAMK_RAD53__CHEK2.png,PK_CAMK_RAD53__CHEK2.aln,PK_CAMK_RAD53__CHEK2.fasta,PK_CAMK_RAD53__CHEK2.fasta,PK_CAMK_RAD53__CHEK2.txt,PK_CAMK_RAD53__CHEK2.txt,PK_CAMK_RAD53__CHEK2.fasta,PK_CAMK_RAD53__CHEK2.fasta
PK,CAMK,RSKb,,,PKA;RPS6KA1-b;RPS6KA2-b;RPS6KA3-b;RPS6KA4-b;RPS6KA5-b;RPS6KA6-b,,,790,790,PK_CAMK_RSKb.png,PK_CAMK_RSKb.png,PK_CAMK_RSKb.png,PK_CAMK_RSKb.png,PK_CAMK_RSKb.aln,PK_CAMK_RSKb.fasta,PK_CAMK_RSKb.fasta,PK_CAMK_RSKb.txt,PK_CAMK_RSKb.txt,,PK_CAMK_RSKb.fasta
PK,CAMK,RSKb,MSKb,,PKA;RPS6KA4-b;RPS6KA5-b,,,253,253,PK_CAMK_RSKb_MSKb.png,PK_CAMK_RSKb_MSKb.png,PK_CAMK_RSKb_MSKb.png,PK_CAMK_RSKb_MSKb.png,PK_CAMK_RSKb_MSKb.aln,PK_CAMK_RSKb_MSKb.fasta,PK_CAMK_RSKb_MSKb.fasta,PK_CAMK_RSKb_MSKb.txt,PK_CAMK_RSKb_MSKb.txt,,PK_CAMK_RSKb_MSKb.fasta
PK,CAMK,RSKb,MSKb,RPS6KA4-b (MSK2~b),PKA;RPS6KA4-b,O75676,0,49,49,PK_CAMK_RSKb_MSKb_RPS6KA4-b.png,PK_CAMK_RSKb_MSKb_RPS6KA4-b.png,PK_CAMK_RSKb_MSKb_RPS6KA4-b.png,PK_CAMK_RSKb_MSKb_RPS6KA4-b.png,PK_CAMK_RSKb_MSKb_RPS6KA4-b.aln,PK_CAMK_RSKb_MSKb_RPS6KA4-b.fasta,PK_CAMK_RSKb_MSKb_RPS6KA4-b.fasta,PK_CAMK_RSKb_MSKb_RPS6KA4-b.txt,PK_CAMK_RSKb_MSKb_RPS6KA4-b.txt,,PK_CAMK_RSKb_MSKb_RPS6KA4-b.fasta
PK,CAMK,RSKb,MSKb,RPS6KA5-b (MSK1~b),PKA;RPS6KA5-b,O75582,0,204,204,PK_CAMK_RSKb_MSKb_RPS6KA5-b.png,PK_CAMK_RSKb_MSKb_RPS6KA5-b.png,PK_CAMK_RSKb_MSKb_RPS6KA5-b.png,PK_CAMK_RSKb_MSKb_RPS6KA5-b.png,PK_CAMK_RSKb_MSKb_RPS6KA5-b.aln,PK_CAMK_RSKb_MSKb_RPS6KA5-b.fasta,PK_CAMK_RSKb_MSKb_RPS6KA5-b.fasta,PK_CAMK_RSKb_MSKb_RPS6KA5-b.txt,PK_CAMK_RSKb_MSKb_RPS6KA5-b.txt,,PK_CAMK_RSKb_MSKb_RPS6KA5-b.fasta
PK,CAMK,RSKb,RSKb,,PKA;RPS6KA1-b;RPS6KA2-b;RPS6KA3-b;RPS6KA6-b,,,537,537,PK_CAMK_RSKb_RSKb.png,PK_CAMK_RSKb_RSKb.png,PK_CAMK_RSKb_RSKb.png,PK_CAMK_RSKb_RSKb.png,PK_CAMK_RSKb_RSKb.aln,PK_CAMK_RSKb_RSKb.fasta,PK_CAMK_RSKb_RSKb.fasta,PK_CAMK_RSKb_RSKb.txt,PK_CAMK_RSKb_RSKb.txt,,PK_CAMK_RSKb_RSKb.fasta
PK,CAMK,RSKb,RSKb,RPS6KA1-b (RSK1~b),PKA;RPS6KA1-b,Q15418,0,140,140,PK_CAMK_RSKb_RSKb_RPS6KA1-b.png,PK_CAMK_RSKb_RSKb_RPS6KA1-b.png,PK_CAMK_RSKb_RSKb_RPS6KA1-b.png,PK_CAMK_RSKb_RSKb_RPS6KA1-b.png,PK_CAMK_RSKb_RSKb_RPS6KA1-b.aln,PK_CAMK_RSKb_RSKb_RPS6KA1-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA1-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA1-b.txt,PK_CAMK_RSKb_RSKb_RPS6KA1-b.txt,,PK_CAMK_RSKb_RSKb_RPS6KA1-b.fasta
PK,CAMK,RSKb,RSKb,RPS6KA2-b (RSK3~b),PKA;RPS6KA2-b,Q15349,0,83,83,PK_CAMK_RSKb_RSKb_RPS6KA2-b.png,PK_CAMK_RSKb_RSKb_RPS6KA2-b.png,PK_CAMK_RSKb_RSKb_RPS6KA2-b.png,PK_CAMK_RSKb_RSKb_RPS6KA2-b.png,PK_CAMK_RSKb_RSKb_RPS6KA2-b.aln,PK_CAMK_RSKb_RSKb_RPS6KA2-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA2-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA2-b.txt,PK_CAMK_RSKb_RSKb_RPS6KA2-b.txt,,PK_CAMK_RSKb_RSKb_RPS6KA2-b.fasta
PK,CAMK,RSKb,RSKb,RPS6KA3-b (RSK2~b),PKA;RPS6KA3-b,P51812,0,192,192,PK_CAMK_RSKb_RSKb_RPS6KA3-b.png,PK_CAMK_RSKb_RSKb_RPS6KA3-b.png,PK_CAMK_RSKb_RSKb_RPS6KA3-b.png,PK_CAMK_RSKb_RSKb_RPS6KA3-b.png,PK_CAMK_RSKb_RSKb_RPS6KA3-b.aln,PK_CAMK_RSKb_RSKb_RPS6KA3-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA3-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA3-b.txt,PK_CAMK_RSKb_RSKb_RPS6KA3-b.txt,,PK_CAMK_RSKb_RSKb_RPS6KA3-b.fasta
PK,CAMK,RSKb,RSKb,RPS6KA6-b (RSK4~b),PKA;RPS6KA6-b,Q9UK32,0,122,122,PK_CAMK_RSKb_RSKb_RPS6KA6-b.png,PK_CAMK_RSKb_RSKb_RPS6KA6-b.png,PK_CAMK_RSKb_RSKb_RPS6KA6-b.png,PK_CAMK_RSKb_RSKb_RPS6KA6-b.png,PK_CAMK_RSKb_RSKb_RPS6KA6-b.aln,PK_CAMK_RSKb_RSKb_RPS6KA6-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA6-b.fasta,PK_CAMK_RSKb_RSKb_RPS6KA6-b.txt,PK_CAMK_RSKb_RSKb_RPS6KA6-b.txt,,PK_CAMK_RSKb_RSKb_RPS6KA6-b.fasta
PK,CAMK,SGK495,,,PKA;STK40,,,215,215,PK_CAMK_SGK495.png,PK_CAMK_SGK495.png,PK_CAMK_SGK495.png,PK_CAMK_SGK495.png,PK_CAMK_SGK495.aln,PK_CAMK_SGK495.fasta,PK_CAMK_SGK495.fasta,PK_CAMK_SGK495.txt,PK_CAMK_SGK495.txt,PK_CAMK_SGK495.fasta,PK_CAMK_SGK495.fasta
PK,CAMK,SGK495,,STK40 (SgK495),PKA;STK40,Q8N2I9,1,215,215,PK_CAMK_SGK495__STK40.png,PK_CAMK_SGK495__STK40.png,PK_CAMK_SGK495__STK40.png,PK_CAMK_SGK495__STK40.png,PK_CAMK_SGK495__STK40.aln,PK_CAMK_SGK495__STK40.fasta,PK_CAMK_SGK495__STK40.fasta,PK_CAMK_SGK495__STK40.txt,PK_CAMK_SGK495__STK40.txt,PK_CAMK_SGK495__STK40.fasta,PK_CAMK_SGK495__STK40.fasta
PK,CAMK,STK33,,,PKA;STK33,,,154,154,PK_CAMK_STK33.png,PK_CAMK_STK33.png,PK_CAMK_STK33.png,PK_CAMK_STK33.png,PK_CAMK_STK33.aln,PK_CAMK_STK33.fasta,PK_CAMK_STK33.fasta,PK_CAMK_STK33.txt,PK_CAMK_STK33.txt,PK_CAMK_STK33.fasta,PK_CAMK_STK33.fasta
PK,CAMK,STK33,,STK33,PKA;STK33,Q9BYT3,1,154,154,PK_CAMK_STK33__STK33.png,PK_CAMK_STK33__STK33.png,PK_CAMK_STK33__STK33.png,PK_CAMK_STK33__STK33.png,PK_CAMK_STK33__STK33.aln,PK_CAMK_STK33__STK33.fasta,PK_CAMK_STK33__STK33.fasta,PK_CAMK_STK33__STK33.txt,PK_CAMK_STK33__STK33.txt,PK_CAMK_STK33__STK33.fasta,PK_CAMK_STK33__STK33.fasta
PK,CAMK,TRBL,,,PKA;TRIB1;TRIB2;TRIB3,,,374,374,PK_CAMK_TRBL.png,PK_CAMK_TRBL.png,PK_CAMK_TRBL.png,PK_CAMK_TRBL.png,PK_CAMK_TRBL.aln,PK_CAMK_TRBL.fasta,PK_CAMK_TRBL.fasta,PK_CAMK_TRBL.txt,PK_CAMK_TRBL.txt,PK_CAMK_TRBL.fasta,PK_CAMK_TRBL.fasta
PK,CAMK,TRBL,,TRIB1 (Trb1),PKA;TRIB1,Q96RU8,0,85,85,PK_CAMK_TRBL__TRIB1.png,PK_CAMK_TRBL__TRIB1.png,PK_CAMK_TRBL__TRIB1.png,PK_CAMK_TRBL__TRIB1.png,PK_CAMK_TRBL__TRIB1.aln,PK_CAMK_TRBL__TRIB1.fasta,PK_CAMK_TRBL__TRIB1.fasta,PK_CAMK_TRBL__TRIB1.txt,PK_CAMK_TRBL__TRIB1.txt,PK_CAMK_TRBL__TRIB1.fasta,PK_CAMK_TRBL__TRIB1.fasta
PK,CAMK,TRBL,,TRIB2 (Trb2),PKA;TRIB2,Q92519,0,225,225,PK_CAMK_TRBL__TRIB2.png,PK_CAMK_TRBL__TRIB2.png,PK_CAMK_TRBL__TRIB2.png,PK_CAMK_TRBL__TRIB2.png,PK_CAMK_TRBL__TRIB2.aln,PK_CAMK_TRBL__TRIB2.fasta,PK_CAMK_TRBL__TRIB2.fasta,PK_CAMK_TRBL__TRIB2.txt,PK_CAMK_TRBL__TRIB2.txt,PK_CAMK_TRBL__TRIB2.fasta,PK_CAMK_TRBL__TRIB2.fasta
PK,CAMK,TRBL,,TRIB3 (Trb3),PKA;TRIB3,Q96RU7,0,64,64,PK_CAMK_TRBL__TRIB3.png,PK_CAMK_TRBL__TRIB3.png,PK_CAMK_TRBL__TRIB3.png,PK_CAMK_TRBL__TRIB3.png,PK_CAMK_TRBL__TRIB3.aln,PK_CAMK_TRBL__TRIB3.fasta,PK_CAMK_TRBL__TRIB3.fasta,PK_CAMK_TRBL__TRIB3.txt,PK_CAMK_TRBL__TRIB3.txt,PK_CAMK_TRBL__TRIB3.fasta,PK_CAMK_TRBL__TRIB3.fasta
PK,CAMK,TRIO,,,PKA;KALRN;OBSCN;OBSCN-b;SPEG;SPEG-b;TRIO,,,471,471,PK_CAMK_TRIO.png,PK_CAMK_TRIO.png,PK_CAMK_TRIO.png,PK_CAMK_TRIO.png,PK_CAMK_TRIO.aln,PK_CAMK_TRIO.fasta,PK_CAMK_TRIO.fasta,PK_CAMK_TRIO.txt,PK_CAMK_TRIO.txt,PK_CAMK_TRIO.fasta,PK_CAMK_TRIO.fasta
PK,CAMK,TRIO,,KALRN (Trad),PKA;KALRN,O60229,0,77,77,PK_CAMK_TRIO__KALRN.png,,,,PK_CAMK_TRIO__KALRN.aln,PK_CAMK_TRIO__KALRN.fasta,PK_CAMK_TRIO__KALRN.fasta,,,PK_CAMK_TRIO__KALRN.fasta,PK_CAMK_TRIO__KALRN.fasta
PK,CAMK,TRIO,,OBSCN,PKA;OBSCN,Q5VST9,1,43,43,PK_CAMK_TRIO__OBSCN.png,PK_CAMK_TRIO__OBSCN.png,PK_CAMK_TRIO__OBSCN.png,PK_CAMK_TRIO__OBSCN.png,PK_CAMK_TRIO__OBSCN.aln,PK_CAMK_TRIO__OBSCN.fasta,PK_CAMK_TRIO__OBSCN.fasta,PK_CAMK_TRIO__OBSCN.txt,PK_CAMK_TRIO__OBSCN.txt,PK_CAMK_TRIO__OBSCN.fasta,PK_CAMK_TRIO__OBSCN.fasta
PK,CAMK,TRIO,,OBSCN-b (Obscn~b),PKA;OBSCN-b,Q5VST9,1,40,40,PK_CAMK_TRIO__OBSCN-b.png,PK_CAMK_TRIO__OBSCN-b.png,PK_CAMK_TRIO__OBSCN-b.png,PK_CAMK_TRIO__OBSCN-b.png,PK_CAMK_TRIO__OBSCN-b.aln,PK_CAMK_TRIO__OBSCN-b.fasta,PK_CAMK_TRIO__OBSCN-b.fasta,PK_CAMK_TRIO__OBSCN-b.txt,PK_CAMK_TRIO__OBSCN-b.txt,,PK_CAMK_TRIO__OBSCN-b.fasta
PK,CAMK,TRIO,,SPEG,PKA;SPEG,Q15772,0,107,107,PK_CAMK_TRIO__SPEG.png,,PK_CAMK_TRIO__SPEG.png,PK_CAMK_TRIO__SPEG.png,PK_CAMK_TRIO__SPEG.aln,PK_CAMK_TRIO__SPEG.fasta,PK_CAMK_TRIO__SPEG.fasta,PK_CAMK_TRIO__SPEG.txt,,PK_CAMK_TRIO__SPEG.fasta,PK_CAMK_TRIO__SPEG.fasta
PK,CAMK,TRIO,,SPEG-b (SPEG~b),PKA;SPEG-b,Q15772,0,107,107,PK_CAMK_TRIO__SPEG-b.png,PK_CAMK_TRIO__SPEG-b.png,PK_CAMK_TRIO__SPEG-b.png,PK_CAMK_TRIO__SPEG-b.png,PK_CAMK_TRIO__SPEG-b.aln,PK_CAMK_TRIO__SPEG-b.fasta,PK_CAMK_TRIO__SPEG-b.fasta,PK_CAMK_TRIO__SPEG-b.txt,PK_CAMK_TRIO__SPEG-b.txt,,PK_CAMK_TRIO__SPEG-b.fasta
PK,CAMK,TRIO,,TRIO,PKA;TRIO,O75962,0,97,97,PK_CAMK_TRIO__TRIO.png,PK_CAMK_TRIO__TRIO.png,PK_CAMK_TRIO__TRIO.png,PK_CAMK_TRIO__TRIO.png,PK_CAMK_TRIO__TRIO.aln,PK_CAMK_TRIO__TRIO.fasta,PK_CAMK_TRIO__TRIO.fasta,PK_CAMK_TRIO__TRIO.txt,PK_CAMK_TRIO__TRIO.txt,PK_CAMK_TRIO__TRIO.fasta,PK_CAMK_TRIO__TRIO.fasta
PK,CAMK,TSSK,,,PKA;TSSK1B;TSSK2;TSSK3;TSSK4;TSSK6,,,476,476,PK_CAMK_TSSK.png,PK_CAMK_TSSK.png,PK_CAMK_TSSK.png,PK_CAMK_TSSK.png,PK_CAMK_TSSK.aln,PK_CAMK_TSSK.fasta,PK_CAMK_TSSK.fasta,PK_CAMK_TSSK.txt,PK_CAMK_TSSK.txt,PK_CAMK_TSSK.fasta,PK_CAMK_TSSK.fasta
PK,CAMK,TSSK,,TSSK1B (TSSK1),PKA;TSSK1B,Q9BXA7,1,54,54,PK_CAMK_TSSK__TSSK1B.png,PK_CAMK_TSSK__TSSK1B.png,PK_CAMK_TSSK__TSSK1B.png,PK_CAMK_TSSK__TSSK1B.png,PK_CAMK_TSSK__TSSK1B.aln,PK_CAMK_TSSK__TSSK1B.fasta,PK_CAMK_TSSK__TSSK1B.fasta,PK_CAMK_TSSK__TSSK1B.txt,PK_CAMK_TSSK__TSSK1B.txt,PK_CAMK_TSSK__TSSK1B.fasta,PK_CAMK_TSSK__TSSK1B.fasta
PK,CAMK,TSSK,,TSSK2,PKA;TSSK2,Q96PF2,1,143,143,PK_CAMK_TSSK__TSSK2.png,PK_CAMK_TSSK__TSSK2.png,PK_CAMK_TSSK__TSSK2.png,PK_CAMK_TSSK__TSSK2.png,PK_CAMK_TSSK__TSSK2.aln,PK_CAMK_TSSK__TSSK2.fasta,PK_CAMK_TSSK__TSSK2.fasta,PK_CAMK_TSSK__TSSK2.txt,PK_CAMK_TSSK__TSSK2.txt,PK_CAMK_TSSK__TSSK2.fasta,PK_CAMK_TSSK__TSSK2.fasta
PK,CAMK,TSSK,,TSSK3,PKA;TSSK3,Q96PN8,1,68,68,PK_CAMK_TSSK__TSSK3.png,PK_CAMK_TSSK__TSSK3.png,PK_CAMK_TSSK__TSSK3.png,PK_CAMK_TSSK__TSSK3.png,PK_CAMK_TSSK__TSSK3.aln,PK_CAMK_TSSK__TSSK3.fasta,PK_CAMK_TSSK__TSSK3.fasta,PK_CAMK_TSSK__TSSK3.txt,PK_CAMK_TSSK__TSSK3.txt,PK_CAMK_TSSK__TSSK3.fasta,PK_CAMK_TSSK__TSSK3.fasta
PK,CAMK,TSSK,,TSSK4,PKA;TSSK4,Q6SA08,1,94,94,PK_CAMK_TSSK__TSSK4.png,PK_CAMK_TSSK__TSSK4.png,PK_CAMK_TSSK__TSSK4.png,PK_CAMK_TSSK__TSSK4.png,PK_CAMK_TSSK__TSSK4.aln,PK_CAMK_TSSK__TSSK4.fasta,PK_CAMK_TSSK__TSSK4.fasta,PK_CAMK_TSSK__TSSK4.txt,PK_CAMK_TSSK__TSSK4.txt,PK_CAMK_TSSK__TSSK4.fasta,PK_CAMK_TSSK__TSSK4.fasta
PK,CAMK,TSSK,,TSSK6 (SSTK),PKA;TSSK6,Q9BXA6,1,117,117,PK_CAMK_TSSK__TSSK6.png,PK_CAMK_TSSK__TSSK6.png,PK_CAMK_TSSK__TSSK6.png,PK_CAMK_TSSK__TSSK6.png,PK_CAMK_TSSK__TSSK6.aln,PK_CAMK_TSSK__TSSK6.fasta,PK_CAMK_TSSK__TSSK6.fasta,PK_CAMK_TSSK__TSSK6.txt,PK_CAMK_TSSK__TSSK6.txt,PK_CAMK_TSSK__TSSK6.fasta,PK_CAMK_TSSK__TSSK6.fasta
PK,CAMK,CAMK-Unique,,,PKA;CAMKV,,,130,130,PK_CAMK_CAMK-Unique.png,PK_CAMK_CAMK-Unique.png,PK_CAMK_CAMK-Unique.png,PK_CAMK_CAMK-Unique.png,PK_CAMK_CAMK-Unique.aln,PK_CAMK_CAMK-Unique.fasta,PK_CAMK_CAMK-Unique.fasta,PK_CAMK_CAMK-Unique.txt,PK_CAMK_CAMK-Unique.txt,PK_CAMK_CAMK-Unique.fasta,PK_CAMK_CAMK-Unique.fasta
PK,CAMK,CAMK-Unique,,CAMKV (VACAMKL),PKA;CAMKV,Q8NCB2,1,130,130,PK_CAMK_CAMK-Unique__CAMKV.png,PK_CAMK_CAMK-Unique__CAMKV.png,PK_CAMK_CAMK-Unique__CAMKV.png,PK_CAMK_CAMK-Unique__CAMKV.png,PK_CAMK_CAMK-Unique__CAMKV.aln,PK_CAMK_CAMK-Unique__CAMKV.fasta,PK_CAMK_CAMK-Unique__CAMKV.fasta,PK_CAMK_CAMK-Unique__CAMKV.txt,PK_CAMK_CAMK-Unique__CAMKV.txt,PK_CAMK_CAMK-Unique__CAMKV.fasta,PK_CAMK_CAMK-Unique__CAMKV.fasta
PK,CK1,,,,PKA;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;TTBK1;TTBK2;VRK1;VRK2;VRK3,,,2958,2958,PK_CK1.png,PK_CK1.png,PK_CK1.png,PK_CK1.png,PK_CK1.aln,PK_CK1.fasta,PK_CK1.fasta,PK_CK1.txt,PK_CK1.txt,PK_CK1.fasta,PK_CK1.fasta
PK,CK1,CK1,,,PKA;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3,,,2027,2027,PK_CK1_CK1.png,PK_CK1_CK1.png,PK_CK1_CK1.png,PK_CK1_CK1.png,PK_CK1_CK1.aln,PK_CK1_CK1.fasta,PK_CK1_CK1.fasta,PK_CK1_CK1.txt,PK_CK1_CK1.txt,PK_CK1_CK1.fasta,PK_CK1_CK1.fasta
PK,CK1,CK1,CK1-A,,PKA;CSNK1A1;CSNK1A1L,,,219,219,PK_CK1_CK1_CK1-A.png,PK_CK1_CK1_CK1-A.png,PK_CK1_CK1_CK1-A.png,PK_CK1_CK1_CK1-A.png,PK_CK1_CK1_CK1-A.aln,PK_CK1_CK1_CK1-A.fasta,PK_CK1_CK1_CK1-A.fasta,PK_CK1_CK1_CK1-A.txt,PK_CK1_CK1_CK1-A.txt,PK_CK1_CK1_CK1-A.fasta,PK_CK1_CK1_CK1-A.fasta
PK,CK1,CK1,CK1-A,CSNK1A1 (CK1α),PKA;CSNK1A1,P48729,0,211,211,PK_CK1_CK1_CK1-A_CSNK1A1.png,PK_CK1_CK1_CK1-A_CSNK1A1.png,PK_CK1_CK1_CK1-A_CSNK1A1.png,PK_CK1_CK1_CK1-A_CSNK1A1.png,PK_CK1_CK1_CK1-A_CSNK1A1.aln,PK_CK1_CK1_CK1-A_CSNK1A1.fasta,PK_CK1_CK1_CK1-A_CSNK1A1.fasta,PK_CK1_CK1_CK1-A_CSNK1A1.txt,PK_CK1_CK1_CK1-A_CSNK1A1.txt,PK_CK1_CK1_CK1-A_CSNK1A1.fasta,PK_CK1_CK1_CK1-A_CSNK1A1.fasta
PK,CK1,CK1,CK1-A,CSNK1A1L (CK1α2),PKA;CSNK1A1L,Q8N752,1,8,8,PK_CK1_CK1_CK1-A_CSNK1A1L.png,PK_CK1_CK1_CK1-A_CSNK1A1L.png,PK_CK1_CK1_CK1-A_CSNK1A1L.png,PK_CK1_CK1_CK1-A_CSNK1A1L.png,PK_CK1_CK1_CK1-A_CSNK1A1L.aln,PK_CK1_CK1_CK1-A_CSNK1A1L.fasta,PK_CK1_CK1_CK1-A_CSNK1A1L.fasta,PK_CK1_CK1_CK1-A_CSNK1A1L.txt,PK_CK1_CK1_CK1-A_CSNK1A1L.txt,PK_CK1_CK1_CK1-A_CSNK1A1L.fasta,PK_CK1_CK1_CK1-A_CSNK1A1L.fasta
PK,CK1,CK1,CK1-D,,PKA;CSNK1D;CSNK1E,,,933,933,PK_CK1_CK1_CK1-D.png,PK_CK1_CK1_CK1-D.png,PK_CK1_CK1_CK1-D.png,PK_CK1_CK1_CK1-D.png,PK_CK1_CK1_CK1-D.aln,PK_CK1_CK1_CK1-D.fasta,PK_CK1_CK1_CK1-D.fasta,PK_CK1_CK1_CK1-D.txt,PK_CK1_CK1_CK1-D.txt,PK_CK1_CK1_CK1-D.fasta,PK_CK1_CK1_CK1-D.fasta
PK,CK1,CK1,CK1-D,CSNK1D (CK1δ),PKA;CSNK1D,P48730,0,668,668,PK_CK1_CK1_CK1-D_CSNK1D.png,PK_CK1_CK1_CK1-D_CSNK1D.png,PK_CK1_CK1_CK1-D_CSNK1D.png,PK_CK1_CK1_CK1-D_CSNK1D.png,PK_CK1_CK1_CK1-D_CSNK1D.aln,PK_CK1_CK1_CK1-D_CSNK1D.fasta,PK_CK1_CK1_CK1-D_CSNK1D.fasta,PK_CK1_CK1_CK1-D_CSNK1D.txt,PK_CK1_CK1_CK1-D_CSNK1D.txt,PK_CK1_CK1_CK1-D_CSNK1D.fasta,PK_CK1_CK1_CK1-D_CSNK1D.fasta
PK,CK1,CK1,CK1-D,CSNK1E (CK1ε),PKA;CSNK1E,P49674,0,265,265,PK_CK1_CK1_CK1-D_CSNK1E.png,PK_CK1_CK1_CK1-D_CSNK1E.png,PK_CK1_CK1_CK1-D_CSNK1E.png,PK_CK1_CK1_CK1-D_CSNK1E.png,PK_CK1_CK1_CK1-D_CSNK1E.aln,PK_CK1_CK1_CK1-D_CSNK1E.fasta,PK_CK1_CK1_CK1-D_CSNK1E.fasta,PK_CK1_CK1_CK1-D_CSNK1E.txt,PK_CK1_CK1_CK1-D_CSNK1E.txt,PK_CK1_CK1_CK1-D_CSNK1E.fasta,PK_CK1_CK1_CK1-D_CSNK1E.fasta
PK,CK1,CK1,CK1-G,,PKA;CSNK1G1;CSNK1G2;CSNK1G3,,,875,875,PK_CK1_CK1_CK1-G.png,PK_CK1_CK1_CK1-G.png,PK_CK1_CK1_CK1-G.png,PK_CK1_CK1_CK1-G.png,PK_CK1_CK1_CK1-G.aln,PK_CK1_CK1_CK1-G.fasta,PK_CK1_CK1_CK1-G.fasta,PK_CK1_CK1_CK1-G.txt,PK_CK1_CK1_CK1-G.txt,PK_CK1_CK1_CK1-G.fasta,PK_CK1_CK1_CK1-G.fasta
PK,CK1,CK1,CK1-G,CSNK1G1 (CK1γ1),PKA;CSNK1G1,Q9HCP0,1,109,109,PK_CK1_CK1_CK1-G_CSNK1G1.png,PK_CK1_CK1_CK1-G_CSNK1G1.png,PK_CK1_CK1_CK1-G_CSNK1G1.png,PK_CK1_CK1_CK1-G_CSNK1G1.png,PK_CK1_CK1_CK1-G_CSNK1G1.aln,PK_CK1_CK1_CK1-G_CSNK1G1.fasta,PK_CK1_CK1_CK1-G_CSNK1G1.fasta,PK_CK1_CK1_CK1-G_CSNK1G1.txt,PK_CK1_CK1_CK1-G_CSNK1G1.txt,PK_CK1_CK1_CK1-G_CSNK1G1.fasta,PK_CK1_CK1_CK1-G_CSNK1G1.fasta
